-79	357	-372	621	-214	373
597	145	-257	-630	-609	540
-520	-479	-646	258	93	-327
-375	-639	235	190	634	233
551	618	291	-91	-350	-621
-397	193	456	-370	-650	476
-404	-111	662	-101	468	189
460	-326	414	329	-162	-392
116	-72	303	-664	26	189
-361	349	265	30	-275	-601
-509	227	-163	521	469	-658
-481	-557	-613	422	-412	216
274	-90	391	-516	-457	49
-555	643	-488	-331	286	-516
-469	635	-354	206	-184	-75
154	523	384	188	515	-498
-537	-505	-636	-283	194	-182
405	-590	167	126	330	-217
-661	640	-394	-51	-334	443
-401	579	-570	624	510	-195
-651	-83	371	174	-106	458
-262	-87	-598	-403	201	-131
70	-63	-127	622	-312	-394
117	-434	20	-540	-347	-187
276	330	-321	27	182	342
490	579	323	0	-498	189
-505	-302	281	-72	347	-629
-382	139	-498	110	189	590
48	-497	-635	568	196	-445
-288	-553	-88	-518	-2	552
-619	-523	-533	129	-474	-169
150	502	531	232	-438	143
254	-394	-589	-594	519	440
220	63	-611	374	-404	335
586	-404	-384	85	150	301
95	-153	-350	295	-290	-656
-319	80	436	389	512	-75
-74	-362	450	610	-409	436
-358	-216	-113	532	316	34
495	495	165	181	298	656
530	305	-430	27	412	-640
157	-665	602	67	270	121
-50	-235	-396	-297	-516	-155
-493	-654	-68	111	-240	227
-64	0	-274	612	433	27
472	328	-84	469	558	369
258	259	73	194	515	-50
-561	13	-610	152	-373	-121
-559	286	161	350	540	643
450	82	453	485	-380	182
645	326	-390	396	-127	-1
184	548	-208	282	-38	596
584	547	330	-471	-377	-376
560	485	96	-430	-642	-522
-14	564	-665	-662	-510	393
310	-583	593	632	-354	-355
-240	114	170	-10	-247	238
-19	52	-282	204	-545	615
-107	-52	-102	-573	-359	71
-295	189	-155	184	424	403
251	278	-132	98	136	444
-362	-460	-631	-607	-398	146
437	-392	408	311	-367	-133
645	-559	-348	321	-566	501
-530	414	622	360	-421	-249
-526	314	-171	-473	38	514
-589	-496	143	290	552	93
372	-219	-540	-365	504	-215
33	-424	489	161	135	351
617	358	413	464	635	336
-102	-458	-503	132	149	-14
-213	-473	-637	-200	-301	448
-555	-349	-648	-582	616	68
331	-350	-166	360	-403	47
506	15	-608	-419	-401	-11
-426	29	124	-268	-364	-195
408	-603	485	-179	281	-228
246	-273	-439	334	553	115
-274	497	-470	203	332	128
-141	201	-595	271	393	105
-575	38	318	-210	515	-458
-218	-162	-98	-313	-653	-206
-118	494	-537	-461	-91	5
-543	115	181	-145	357	44
-334	139	148	-70	-390	356
364	-502	-14	615	-110	423
-630	44	-230	-296	-30	-450
-54	40	656	319	342	-434
98	405	523	-38	25	-413
245	553	-395	583	-181	467
-501	-230	-237	425	263	-335
106	647	192	-203	-326	-311
-259	1	-580	149	7	37
375	550	-610	-142	-443	-269
-341	-263	-572	-373	570	243
-302	448	263	-133	-536	-533
-555	4	-644	-413	-341	279
-384	350	-313	395	530	413
202	515	-542	404	665	604
606	649	538	228	-586	-139
586	-546	315	473	213	83
-118	406	-521	63	176	169
-359	11	-43	168	195	-465
480	-463	-411	207	-662	-160
627	325	504	-295	182	137
355	-254	-231	-311	50	350
359	568	-529	583	59	-563
20	482	474	-523	630	177
462	-598	362	-195	414	-106
478	-433	-52	-51	-523	-558
160	515	-48	-219	300	-353
594	129	-429	652	-529	480
666	-249	-323	202	-418	663
-263	-266	-475	634	-43	-441
139	-57	46	-61	-524	-323
526	510	258	117	573	-269
65	-610	186	-510	-91	-183
431	-235	335	369	60	-346
386	135	-498	-549	556	126
362	208	232	-258	-634	234
-38	-427	-54	583	362	-127
-462	296	549	573	161	-190
-6	-297	-323	-273	-204	-60
-647	-64	-242	522	-452	-106
-287	-190	-415	-167	666	-615
-479	607	-469	-125	45	55
-98	611	364	-270	-329	-203
9	-546	-94	-454	-289	62
-57	4	-8	186	438	393
47	89	46	-436	-468	624
579	-191	302	-637	-312	-553
-119	-335	335	-144	-77	-62
-339	-2	34	-47	-515	-323
-523	69	-275	487	353	151
13	-483	-517	-424	-377	-576
242	-375	380	-212	-3	289
-638	-66	-666	-304	528	51
563	218	508	-309	-591	278
-368	633	91	-293	72	249
186	570	-299	587	558	-115
425	337	-44	225	-63	-531
-462	-91	270	-43	240	306
636	-291	317	431	-314	-502
157	565	415	533	285	-239
280	238	-159	402	108	174
279	-159	-175	-609	-134	60
602	-582	600	128	-71	-536
647	647	-447	-564	-32	-175
192	173	209	-554	-43	-535
38	-457	-593	406	372	-18
311	-121	92	-338	301	-218
550	-508	-290	-119	631	613
195	150	651	367	-485	-210
505	-403	-326	-234	-111	-634
-237	-137	-540	-210	-449	640
-65	-462	256	-380	257	466
88	579	13	-469	424	-59
3	510	577	323	602	214
-556	498	235	-101	659	95
-582	453	87	-623	-299	-436
582	-33	213	389	149	-164
-425	-300	665	25	-624	308
-294	64	-524	-489	160	-180
211	447	-440	-602	-627	8
-478	-159	52	-294	-315	428
540	-285	106	142	643	97
-84	28	-452	377	186	-66
103	-168	200	404	74	189
224	-528	-329	558	-500	304
547	609	-244	-583	-15	-514
519	433	-444	-315	-504	-197
614	149	423	148	-115	666
-211	379	-115	-537	430	369
338	-28	-486	-514	292	581
623	563	593	-666	-158	-428
541	-462	281	664	-468	-223
-597	-477	-337	316	448	-393
-467	162	237	-170	153	-266
275	-249	493	-233	524	32
385	-316	282	319	483	-243
198	480	-540	136	-222	22
496	259	-618	-185	112	-339
210	246	282	-291	-143	239
311	-666	231	577	-286	-325
-592	380	248	-334	240	-316
-308	-188	34	648	474	90
528	546	553	-249	-628	328
-335	658	171	-69	210	-228
-285	-291	-660	-43	349	-561
645	-278	228	-282	44	525
26	331	635	349	-39	-249
259	-562	427	283	79	213
-424	-13	361	553	-167	188
333	579	-246	-39	-629	-462
290	-624	527	626	-164	563
508	150	-124	-446	445	69
204	534	-149	-74	-413	471
237	-627	200	-453	429	463
229	-334	358	-524	-3	441
-303	420	522	-272	-471	240
620	-346	-323	-299	128	316
408	-658	-100	595	166	516
-330	425	-580	-654	644	176
-627	-523	207	541	259	270
172	388	70	347	33	-663
-577	-136	176	407	179	-184
-389	-445	502	348	347	594
219	-80	-402	460	-173	-159
-78	579	-341	257	590	116
-259	277	560	-477	-363	247
-22	11	67	96	331	-638
-451	193	-272	205	548	-342
560	121	525	127	84	-501
375	-274	-408	-515	502	-50
522	367	477	21	40	-154
-300	-505	-207	-426	-461	-338
487	-120	79	279	653	-468
-473	492	-155	469	-192	-263
-4	-313	-352	282	248	380
-363	595	433	438	-569	-199
435	185	139	266	332	-81
-13	-609	-540	-432	-599	361
-230	-51	455	327	645	468
168	173	340	402	629	154
-549	243	490	-637	261	612
-576	216	-244	-536	-621	-514
-238	46	-550	-243	-283	554
-115	541	-582	-205	578	-360
290	142	234	565	331	-206
613	192	50	133	-403	-394
662	-361	-341	-180	-115	-326
-66	-105	245	420	-284	647
-38	-66	591	472	-585	452
129	268	-114	-185	-81	401
129	181	175	603	253	-84
-384	-15	-380	-302	510	-434
558	-542	-537	561	87	107
38	296	-620	-491	-56	-414
307	-599	-7	113	21	490
-618	-29	-299	32	395	356
-163	-254	-391	-133	-205	-281
1	25	-30	-507	191	-374
150	650	383	-529	19	492
634	-428	-463	260	358	-10
-45	170	-343	198	103	100
-609	564	455	467	-114	-81
-43	-317	-196	188	506	-352
445	465	343	-365	170	-72
374	-454	499	-70	204	-407
-296	115	-555	169	-577	628
-136	304	138	-311	146	45
107	326	-83	362	-449	-525
-539	-126	545	307	-482	-523
456	-225	-470	-404	536	424
-452	442	-85	-548	221	-607
184	-345	-181	174	-125	31
435	-116	320	474	207	282
-145	-193	18	519	-455	178
-585	-623	583	-199	311	84
-152	-94	-116	658	157	-420
-560	246	655	316	-639	107
-534	173	436	-278	-469	-574
-84	604	-272	-612	219	470
379	141	-65	201	-517	589
-362	-283	-192	-581	-327	331
-73	-228	-571	370	535	-497
-128	62	443	-627	-399	408
571	-107	161	100	-513	-551
-578	514	-197	213	-586	406
538	-374	-175	-488	-618	-479
-486	-408	482	-578	380	-241
-550	-473	361	545	646	-267
121	-459	-406	-472	555	248
-17	212	-43	284	163	-69
172	-328	320	1	189	-140
147	624	239	-58	321	-89
-517	253	267	-166	378	-494
604	-556	395	567	473	-208
98	-545	160	177	593	-659
23	-592	-132	-565	-411	134
14	-538	426	-269	459	168
19	8	473	448	-538	329
-460	-49	-307	-229	28	587
360	318	-367	-390	-59	497
29	372	-142	-112	-46	-602
643	105	567	129	93	-310
-151	-137	66	-656	-410	-218
49	572	403	407	-618	-440
350	264	-322	-498	534	-277
-152	-212	39	-473	-180	-521
-448	-107	-323	281	-20	400
-295	-481	303	47	-169	-155
337	-311	171	-388	-578	620
363	27	-235	-583	54	235
-87	-92	-331	638	-80	87
-487	-143	8	619	-96	-407
154	-314	-619	-152	458	-603
-393	329	394	460	605	107
-36	-653	-357	513	647	16
635	546	-457	332	-368	-573
33	400	661	34	440	-555
-543	-411	234	-516	374	-399
-341	233	-526	-305	-561	303
-327	541	593	-653	-527	210
-412	-190	-235	-482	-487	526
99	13	610	524	364	-408
532	151	295	644	111	12
-639	-635	-528	246	-373	227
-446	-477	-264	-78	-221	-169
-417	-452	-31	158	173	587
639	228	177	560	495	414
92	643	-141	-135	341	154
615	-470	457	238	-350	622
207	-57	289	-555	-496	581
-358	208	260	579	600	-497
-201	333	-599	-644	58	449
72	-469	198	-541	-30	-507
640	194	-187	-173	-517	517
543	-521	-511	2	119	-365
181	-135	218	221	166	448
426	8	281	491	191	68
-456	481	-659	574	179	360
287	-10	552	239	-538	-591
-549	-87	-61	161	-468	-429
-577	-395	-239	306	-165	-227
-23	341	437	-310	543	-258
-131	14	429	405	-511	-351
-22	-396	-325	591	552	-642
-609	35	11	-348	-490	-258
-335	-156	488	331	-91	-487
-658	266	-596	439	335	278
-503	-457	-422	637	-525	401
-238	-81	-418	317	-105	-507
513	36	91	-118	-521	-64
-58	-12	-368	487	523	531
657	541	652	-389	184	199
-616	-195	-402	-134	580	241
571	538	-294	297	504	181
220	-455	-572	236	-25	-201
153	-334	-512	-498	-189	31
88	-238	504	566	-505	-609
182	423	-21	425	-430	53
-228	82	-35	259	-643	379
115	-109	509	-66	-506	-287
-443	-44	105	-294	-643	-276
-633	337	-52	151	-659	152
277	-463	210	243	-550	-666
-627	-307	507	-22	353	548
216	-214	-450	-304	1	-460
-127	-638	-630	-252	553	537
574	232	352	377	282	138
533	-174	297	-455	603	319
468	-8	571	479	-112	-575
339	-225	99	559	-234	404
-164	-363	-631	272	58	-424
-348	-538	-637	-491	-543	-283
-159	-378	-178	-496	13	-121
-571	-38	-348	349	306	-115
177	590	-116	140	477	-471
-369	-534	-511	605	-460	646
632	29	24	-665	169	441
376	-642	-415	350	180	444
-449	-114	355	-336	-518	-637
-228	369	-546	-472	-71	-559
469	105	-653	-396	472	-222
-456	95	-508	-5	-302	85
-452	355	548	-116	476	422
-431	613	-643	466	654	-549
469	-206	-18	10	-658	-462
-461	253	431	-314	-127	582
135	-574	533	-253	-342	163
-219	96	364	424	-53	273
654	528	84	341	169	-546
252	341	545	-315	369	-541
102	468	562	635	-189	-122
292	-563	32	439	-347	369
-408	501	-83	116	435	-307
511	521	590	-158	510	-444
664	211	531	-566	-90	607
158	57	-562	-124	-497	61
-368	1	-448	68	446	121
-472	431	-234	49	-125	533
664	-367	-504	523	333	-491
516	-314	486	319	-33	428
-124	-196	422	3	-53	-459
-247	480	155	470	-29	-243
493	579	-63	485	-243	-165
320	589	384	-344	-529	-163
-230	-402	93	568	98	-581
358	-624	285	496	455	-381
192	580	-254	-218	54	-504
-78	607	279	-407	278	-546
128	-627	-10	-553	9	-221
47	366	416	-83	454	12
-258	-322	-458	-199	41	-603
-383	-631	178	-589	-17	-358
-562	-148	-278	-214	-373	-14
290	-488	-549	-296	-223	-24
123	-62	-306	-529	227	558
243	-3	-337	-588	-662	-23
-327	429	-424	29	392	657
-436	230	-209	-665	-508	167
-125	-177	-241	552	568	215
-287	219	636	186	-234	636
-205	-432	-186	-231	147	-576
-131	-151	231	567	-160	-544
626	602	-294	-22	479	655
-363	66	195	82	40	416
-410	447	-65	-72	-244	-7
450	-338	326	-201	-149	150
-551	425	-427	71	438	-226
-10	24	426	379	597	116
368	173	-324	95	-112	-278
174	-557	610	-304	-88	-371
349	-372	246	-543	-64	334
-88	-580	46	101	-95	51
-29	-521	-8	127	-216	453
446	618	-172	280	-322	-521
633	-431	-358	-100	425	-427
-2	-16	-314	85	173	79
244	401	-653	-330	291	-648
-291	634	-43	-274	30	-208
457	535	-625	479	-501	-365
-540	566	-480	126	-466	-551
-503	601	-108	533	-292	355
32	-658	600	-506	237	-469
149	-6	-120	-599	434	-225
144	611	-359	253	205	640
620	581	-137	-290	-378	19
196	-397	131	-509	425	-476
-632	-635	63	-262	-638	-106
214	548	331	566	-568	177
137	5	656	-77	269	-39
-231	-451	-500	-656	663	-51
-29	-439	-172	647	416	-439
-243	-444	52	219	-325	239
347	-294	-628	342	484	300
-543	-35	134	130	-270	-514
-426	-273	115	320	-566	580
-553	376	-230	-12	-356	-499
-216	-606	525	-37	456	-450
447	445	-464	-156	611	-509
-608	-111	-193	-150	32	321
639	-142	-63	370	-121	501
628	341	140	237	-180	650
520	-266	-140	304	390	-354
-102	547	173	160	-362	240
-111	-411	53	-285	363	528
-59	172	-246	-294	504	163
305	-2	557	-304	-615	652
15	468	-9	646	-426	-320
-181	595	-647	558	-289	-216
48	-233	279	-231	575	-109
13	-71	-324	191	480	-264
-14	-532	578	-215	-457	226
324	593	-397	-646	429	-423
-152	120	352	659	273	219
-186	233	161	-436	-83	108
-317	539	51	205	-151	-382
-487	318	347	-13	147	186
-336	421	31	108	467	-489
633	-406	-23	109	-100	156
-368	630	359	-32	-538	328
-26	548	62	416	242	-385
-73	-526	-168	-655	-19	-115
563	-228	447	414	-472	230
282	357	101	-197	12	-38
-498	399	194	-84	-41	-623
-43	-40	482	546	340	-392
421	78	-536	-626	201	204
-545	575	272	-507	203	-25
249	119	582	-175	266	-171
55	-415	585	-518	-570	-212
-370	-479	237	33	-198	335
638	652	385	-444	477	610
295	-644	443	294	-561	100
119	-440	229	506	640	-38
233	-41	-341	604	-198	624
473	151	-205	-650	256	-2
94	-476	-440	191	343	-459
88	600	-273	364	285	-273
120	18	410	-15	553	-440
-285	-59	-49	248	-47	-301
-355	-427	30	-32	243	-87
470	133	-397	-191	432	497
-209	-169	-180	-20	-449	500
125	218	-649	666	516	596
10	224	-18	-121	194	297
197	321	-161	-590	662	341
21	-430	-434	664	-207	-620
-490	265	340	206	-369	518
308	136	128	415	-417	656
-45	-357	137	-28	276	76
664	-206	-332	-145	-359	321
-602	119	-384	-334	-614	561
521	480	319	-592	552	570
150	-508	205	-194	-261	611
-215	485	521	-454	479	2
-554	356	176	-196	132	183
-148	-612	43	649	-327	170
447	67	624	-88	212	561
70	142	471	-288	390	268
331	426	181	255	-436	-94
-468	303	357	582	-574	-316
-131	156	-196	660	600	449
135	577	404	-584	-61	-115
-254	-166	-612	-345	-131	656
52	205	239	579	468	523
-167	-398	-665	149	90	-225
358	-589	160	-519	-50	0
-428	275	-439	429	-443	-119
-566	270	-15	29	-430	-644
246	204	148	35	536	381
322	-627	-154	-653	271	-623
-340	-617	-235	-244	187	-539
492	105	53	-352	190	511
-657	632	422	487	-133	-262
-515	589	-115	191	213	20
-504	235	112	-37	-153	613
308	295	40	-348	51	379
-45	64	-617	-44	-152	270
-467	-57	339	-637	238	-517
-51	-33	-189	-356	319	520
484	-133	207	-630	270	-614
608	378	501	503	548	-449
473	293	-8	-142	601	138
335	322	-91	-209	539	-154
34	409	325	-314	-651	-579
237	234	33	252	-349	-656
-26	-376	266	208	603	-104
-470	625	-197	114	-538	257
-343	134	77	113	615	-200
628	489	-285	138	-577	39
-425	-70	246	-334	120	646
332	411	-164	-483	156	-582
630	360	-253	-380	296	-412
588	-356	392	27	612	573
-638	56	-92	337	533	-584
-406	-330	337	583	-339	-332
590	-154	119	91	-545	-214
-21	590	171	555	-249	275
-193	666	-178	-201	-451	602
154	342	243	178	113	594
-621	164	-344	-30	-168	-299
480	-156	629	557	2	18
-249	-314	-545	562	138	-454
379	442	584	511	214	-343
361	-51	-429	26	557	-548
-518	363	362	348	-96	418
-417	430	-446	380	412	-228
-468	116	-83	488	108	-188
247	561	466	-116	146	-47
79	75	260	129	-407	-403
-304	-459	383	28	263	-652
-630	-321	-331	377	360	219
337	470	524	-655	233	-339
571	-140	490	422	605	193
462	548	578	-113	-470	271
-7	-18	480	-513	-336	145
-38	-162	-395	-218	207	-388
-278	513	300	-85	-55	-46
535	-23	244	-241	-118	-525
656	97	-386	-622	427	137
-381	-385	125	-365	369	-93
399	-193	-420	65	-363	636
-657	-124	-441	392	512	68
-38	601	434	160	-301	342
313	166	109	-314	-45	-104
-632	60	183	176	236	-17
-32	616	48	578	591	60
237	-103	-85	132	468	35
7	97	-5	-605	60	-179
405	455	-264	-383	2	343
-36	357	132	24	-511	-601
-2	-153	382	-390	-631	-330
396	648	577	664	-148	460
443	-16	664	-662	-177	-38
-345	156	262	106	335	560
442	626	-237	-276	301	-218
-505	68	392	-379	261	-173
176	-525	156	626	-210	138
114	-664	129	128	-287	-72
-350	178	260	604	141	-585
-293	-421	629	602	447	314
246	-67	-410	512	149	184
-430	-636	-624	-48	-314	-390
353	549	-89	16	-440	651
259	-508	-220	-126	-382	-57
395	103	570	629	-336	-344
119	-148	-128	-319	601	-63
-489	-282	-89	477	-503	-348
282	-516	66	274	557	625
42	608	526	442	178	491
-406	541	52	-66	-652	-570
-162	-177	560	-537	-159	382
230	-366	-205	545	-611	-248
-268	-559	458	-146	477	-307
-237	-473	-205	58	-372	-402
318	-186	-527	-28	-534	305
579	568	189	568	-484	102
-12	-552	344	596	-490	106
-45	385	271	-552	-662	4
-365	-186	155	-162	-110	278
-308	154	100	-274	373	-220
-170	-102	-407	-290	626	314
-491	335	-285	83	329	-76
499	158	-582	-298	646	546
487	590	258	212	-581	-225
180	-433	-557	-248	369	148
-176	94	376	635	-277	359
198	-40	-264	-460	197	597
206	-608	-334	-314	608	279
-421	-152	29	294	-391	218
534	540	-325	451	497	-536
428	-274	476	-651	-120	-344
-316	191	58	-146	152	249
285	204	469	-554	519	238
-589	357	517	-445	311	-442
-544	-349	197	301	-524	387
91	377	14	428	266	383
-217	60	51	191	192	-145
133	-622	405	-581	63	-432
-242	506	-227	-419	120	454
-482	110	-104	-212	-643	439
231	575	282	-43	-584	76
283	486	144	396	-349	-369
-478	256	184	-490	284	107
129	-379	-283	525	-137	387
-78	131	479	-518	-3	-275
-144	202	-96	-288	-190	-410
-512	-191	535	-626	479	547
-7	302	-136	-647	469	-370
202	-215	34	-74	-644	48
359	37	-541	642	245	-33
-488	-541	152	526	-299	643
-654	162	-404	466	-390	408
-132	-33	-43	451	-302	50
-649	483	-520	-361	177	-117
-603	-557	-53	-441	-24	528
-155	-325	11	-589	236	-471
588	-460	-541	332	335	367
-268	-590	-137	107	-619	303
-650	-466	221	643	-526	-504
47	-129	83	-119	-309	-657
-427	-17	660	-200	362	542
-280	-347	567	119	-242	-269
-205	-485	591	54	458	251
87	-41	174	261	121	196
-102	5	24	-193	-592	-139
318	-18	-549	-522	44	138
-351	-289	-302	-663	-454	112
370	355	-81	542	-626	-84
78	2	29	-54	13	483
-451	340	-43	-37	565	-99
652	154	33	550	194	-400
-539	72	-202	483	-602	428
-261	-657	-549	186	169	190
650	-486	532	413	139	-332
-320	-349	-238	315	-404	209
-508	-166	207	116	-2	-142
-97	597	145	58	-394	-380
-637	-160	-242	2	-531	-457
-15	406	377	-423	340	83
-615	398	187	455	-604	159
-249	362	-293	-637	-113	-482
266	303	-178	-583	437	15
-117	-5	-634	-417	-492	-142
-184	-457	25	566	54	175
-208	64	-253	-58	116	-502
240	-184	-322	133	194	-259
46	405	-400	615	414	-447
-623	8	5	556	184	-147
-15	-147	-181	595	518	-314
-530	521	-620	-45	-316	-381
143	-443	70	551	-163	-81
-340	-281	-286	-358	-548	-44
153	-309	-410	-397	537	371
-173	-58	-115	-254	-46	647
-276	-523	-79	202	-94	246
-510	-488	-624	-404	-519	313
585	344	-519	-559	-494	478
534	-151	252	-381	-583	230
-8	-83	399	447	96	90
-595	-164	449	616	-2	-581
-486	479	-572	114	-478	185
-413	351	-76	111	298	311
-131	309	-290	17	-207	399
-425	-201	572	-487	-66	-106
433	94	-162	251	-294	-364
-121	-481	-80	-503	302	-138
504	-512	32	-399	-615	545
475	-273	21	-118	-441	182
315	515	-447	-386	-260	-131
-95	482	39	377	-347	655
-244	-548	-333	-660	146	79
-192	-7	-332	-253	-11	-91
358	-637	8	513	227	644
195	651	59	375	581	-445
355	402	275	-255	-604	665
-293	-75	-223	-126	583	-370
56	428	-56	134	165	302
-558	-272	-596	-40	269	-238
-101	571	-540	-503	108	56
-311	654	444	92	345	305
-148	-259	-258	358	-462	-641
-508	66	-664	-322	-37	-2
563	-537	8	78	-353	436
650	648	-169	-413	53	-49
592	177	563	348	-38	-286
-69	505	-9	-146	27	649
469	456	-333	61	-536	636
318	-585	-446	349	-93	-57
-244	564	-614	651	-440	-532
334	318	-663	-506	288	310
260	254	-27	-290	201	-169
-590	518	-311	-606	-594	-84
-269	-421	-235	573	124	-137
-558	219	484	307	-315	83
133	90	248	-463	44	457
-376	586	176	420	525	-570
256	-658	-303	-32	327	-302
-26	-55	192	-224	-633	-56
527	-174	-586	173	-77	79
-433	-348	640	29	383	-640
178	-587	-565	-623	-414	428
79	488	-336	84	386	-561
82	-357	423	-186	652	230
-571	382	338	-603	202	-561
-572	-431	-183	597	-367	-406
203	-252	427	-80	482	-289
293	277	-451	-45	-64	642
-582	448	-408	126	254	-110
227	245	196	343	-219	-93
-553	-318	-385	-367	-595	-41
-611	-324	-242	-518	-375	450
460	653	613	479	-162	-2
343	403	200	27	379	-287
-614	279	-310	-432	-115	-241
-98	-132	426	-102	223	607
-459	-459	303	635	254	-259
-615	459	-30	-658	-320	-362
-559	87	51	-271	210	-332
-183	-328	-42	-197	-197	407
545	205	-452	66	236	608
78	622	-25	-53	-528	-398
-234	-372	-19	-569	-507	-335
440	-320	-550	152	-527	493
575	568	303	125	-192	106
432	-37	-343	93	-600	-476
84	-470	-541	125	277	264
203	515	-138	125	-166	221
-238	-406	-589	-433	427	517
390	70	-254	388	433	121
592	46	-327	-572	593	201
163	182	23	465	-367	430
169	-70	-175	-86	-129	-424
-32	558	-447	141	121	357
345	312	401	162	100	17
463	-655	-411	-387	511	-400
-55	356	523	287	256	546
-253	-276	-392	-662	-143	-636
428	-138	-502	-217	-356	325
-245	666	562	-96	2	-23
-593	-444	537	-90	-427	444
-656	-531	-443	-300	-225	-640
562	266	-524	-373	309	424
83	11	150	-558	-267	126
665	110	591	-192	-335	37
202	535	-308	575	623	-31
-475	-264	-387	258	-312	595
-62	486	-171	-561	448	-666
25	58	223	-138	184	18
-87	-5	-346	-30	430	-522
357	-232	-140	248	224	-198
213	-272	-464	638	641	-224
465	657	328	558	-656	-27
-460	110	-329	240	196	-542
146	-558	-620	243	-567	-448
105	-250	465	-107	-440	-494
445	86	542	381	265	-263
-75	-109	-9	353	-386	664
89	586	551	-407	208	-181
23	115	345	583	-652	3
510	343	-177	-255	153	-488
-518	317	-156	-204	-301	-523
