X Y
40.4694 -16.4157
-49.5147 -29.9752
11.4545 60.3425
9.5783 57.8746
10.6247 59.6125
-50.9589 -29.0349
10.1143 59.6575
13.7686 60.2362
41.5748 -20.004
5.9126 55.0815
37.871 -18.4391
37.7325 -21.6564
40.7087 -21.4342
41.4564 -22.4321
43.8448 -24.0528
9.8302 62.9488
-50.2311 -30.3073
-46.3549 -26.4769
13.0279 60.7276
-51.5531 -25.0686
9.4654 60.6281
-52.4595 -29.8373
10.951 59.9728
-55.7395 -30.3571
-54.0656 -22.5721
-45.8209 -29.934
-47.2834 -29.7735
-52.3679 -28.7635
45.9052 -16.75
43.612 -14.2068
-46.7018 -30.4722
6.9515 59.0427
33.6594 -18.0527
-50.5543 -27.4351
37.4802 -20.3108
-50.2069 -32.3955
15.7244 60.5062
41.6672 -22.7589
39.879 -17.273
-47.148 -30.7564
13.2011 58.5164
10.6702 59.4507
33.269 -16.8292
-52.7626 -26.9306
-51.2659 -28.3744
10.902 55.5414
10.4663 61.4049
8.8743 55.1809
-51.6597 -28.7772
9.6484 58.6437
4.4037 67.1907
-50.5239 -27.2231
11.9566 62.6955
42.2452 -16.7649
2.745 56.4381
10.3222 60.2273
37.1398 -17.1008
-49.5927 -31.7833
6.8904 60.039
38.4273 -19.5068
-51.625 -31.114
9.9692 63.7154
10.0142 61.5218
-52.4183 -25.9029
-53.9029 -28.5675
-53.3574 -28.5798
7.6499 61.9013
-47.5005 -26.2835
39.6932 -20.6991
-49.9995 -30.7709
-51.8043 -27.1273
11.2259 61.2144
10.2201 60.203
8.6657 62.8091
7.0438 57.841
37.6562 -22.9268
6.3127 52.7623
44.4997 -22.2557
35.7574 -25.509
40.7217 -26.0441
5.3959 59.0327
-47.3416 -27.1555
-50.1204 -26.5416
-47.1013 -35.2802
41.4778 -23.7124
37.5086 -25.3483
-47.9483 -27.4333
37.6255 -16.0339
6.2277 56.9452
-55.0929 -28.4282
14.9529 57.8832
36.7928 -21.3923
7.2783 60.678
9.6256 62.5384
10.748 56.4244
14.8308 57.3517
13.0003 61.1774
11.9528 63.2387
-46.4123 -31.2045
12.4285 58.7238
47.5193 -19.6504
9.2761 58.9549
9.3929 60.3139
12.4866 56.1253
-49.6094 -28.8209
-52.0993 -29.6792
9.2361 60.1032
41.1451 -20.5572
-46.5261 -27.3151
17.846 60.0754
-45.7318 -23.9141
40.9371 -15.6528
3.3377 55.3344
6.5439 56.4274
-47.3759 -28.2841
13.377 59.4193
10.7449 58.2623
43.4096 -22.9965
40.8475 -20.8532
43.5143 -24.929
9.6999 60.9534
-46.5186 -22.5193
44.717 -22.1613
-47.1377 -31.219
-47.9084 -27.0224
-50.7187 -27.783
8.3037 54.8193
-53.4695 -23.7402
9.5072 57.1029
37.5008 -19.8693
-51.7561 -30.886
40.7951 -16.5802
43.6743 -14.4665
41.3638 -28.6117
-54.7623 -26.1406
6.9712 62.9504
-48.8783 -27.8628
-46.8742 -26.0208
-53.696 -32.2276
-49.2078 -27.1678
13.8853 60.3797
7.8579 58.4074
8.9328 55.4359
-48.0664 -24.4122
-45.1741 -34.485
-48.9364 -24.3398
-48.4113 -35.471
39.3185 -19.3851
-44.6487 -27.8115
-47.3368 -34.591
37.6722 -20.5305
42.8921 -23.0942
-48.7035 -33.4439
-52.5372 -33.5208
43.4209 -24.9536
-50.2718 -30.3102
13.4154 57.3019
-50.5994 -24.2927
8.5284 61.0606
-52.2426 -31.7388
-51.5407 -24.7073
9.1217 64.0908
10.5887 54.1589
43.1478 -21.0136
5.1289 67.4985
41.7706 -19.7445
9.768 61.2572
40.1176 -18.6519
-50.8498 -29.5563
8.0678 61.7297
-51.2579 -31.2851
-53.1035 -33.6344
36.7404 -16.9875
40.2695 -17.3815
9.7404 54.4058
10.9803 58.3684
44.8829 -18.15
9.0535 63.5227
37.5644 -15.8923
7.9943 58.8871
9.737 55.7852
-45.3281 -31.2966
-53.2279 -34.268
40.6766 -26.6527
-48.4936 -31.8139
6.8873 59.0295
42.5951 -16.1013
40.0893 -19.7728
39.3869 -24.0411
12.4349 60.4104
-45.0777 -26.054
5.5482 58.8907
42.3185 -18.122
6.3484 68.6173
-42.273 -30.3988
38.5973 -21.9725
7.7261 60.4916
8.5804 59.8874
-51.3474 -27.3262
37.1505 -16.2142
-46.7299 -27.6974
-49.3613 -31.6989
-54.1785 -29.4796
12.3639 61.4602
-52.8693 -33.3583
41.567 -21.8978
10.7344 58.866
42.5205 -17.1719
-54.387 -28.9731
12.9179 56.3573
39.3293 -25.0143
39.7174 -22.1174
-50.7798 -32.0285
5.9659 57.1343
12.1346 56.002
11.4459 60.412
-51.1566 -32.9229
9.8865 61.693
8.1445 58.6756
14.6994 60.2925
-52.5675 -24.5261
-50.8617 -31.2764
36.8868 -20.5452
39.5925 -16.1445
44.3792 -18.1453
41.622 -19.4246
-53.456 -27.5219
-51.5226 -32.765
8.9843 60.8726
7.979 61.1672
-45.7281 -27.1386
37.8328 -18.4651
-44.9553 -31.8026
36.9968 -23.8239
-48.9472 -33.1017
35.4178 -14.1175
10.8541 58.1988
40.9618 -18.0493
9.444 58.0907
-52.0803 -30.8567
38.29 -15.4949
36.539 -18.0471
12.2035 64.0118
-51.6798 -31.9794
-52.2931 -30.2897
-48.0417 -33.4194
13.6587 61.4348
12.6212 64.2449
5.8642 61.9406
46.0145 -10.8733
11.4978 59.5742
-48.9297 -31.6421
-54.3294 -30.3951
43.1379 -21.7874
37.0187 -22.6684
-53.9839 -31.7115
-51.725 -30.2034
-53.0474 -24.4954
-45.6666 -25.4326
8.4784 56.7591
-49.8184 -32.2102
37.537 -17.8413
8.9147 59.5161
38.1145 -24.2578
11.5077 64.6164
4.8222 58.1987
-54.3518 -31.9589
13.1887 58.0527
42.9549 -18.9512
-47.3579 -31.7042
11.5164 61.8836
38.2306 -19.7392
45.4446 -19.638
40.2832 -19.4267
3.0261 59.7698
37.296 -18.5815
44.523 -20.2894
19.1778 62.8789
42.1 -24.5556
44.6876 -19.8552
42.1876 -20.5969
-51.9561 -27.735
40.6327 -20.1722
-47.1657 -36.0045
9.9278 60.9243
-54.5525 -25.984
39.6938 -18.8656
8.3359 59.1109
38.6416 -22.9624
41.1866 -18.8648
10.4755 58.1824
37.732 -18.0166
38.3871 -15.4524
-52.4845 -33.4147
43.1611 -24.6725
37.7711 -21.5247
10.3322 61.2871
-48.0553 -27.8396
-48.1129 -34.7806
38.1889 -15.1159
11.1407 58.9419
38.5422 -18.9581
7.0783 58.1593
7.6749 60.4086
40.2039 -19.4282
39.4521 -20.6335
16.916 68.1017
44.6869 -13.2625
5.4396 58.2101
39.0233 -19.9279
-44.256 -31.5884
-53.215 -23.2779
-52.7935 -28.1494
10.4283 59.5156
-52.1284 -33.0112
-54.4329 -26.4522
-51.9423 -34.5584
40.3064 -19.2361
39.5231 -19.4296
11.0705 58.6014
-50.437 -34.2239
43.2525 -21.6491
-49.0808 -28.8619
38.416 -15.2764
40.2109 -13.5318
10.0037 58.4257
-51.0011 -28.3268
-55.8185 -27.8368
42.4416 -22.8425
9.4323 60.5015
-55.1869 -28.5916
-50.3826 -35.2445
8.4653 58.284
-51.3358 -25.7474
-49.8806 -33.2502
46.8058 -19.071
11.1989 60.4027
32.3131 -21.4288
41.1773 -20.6549
35.7813 -21.0003
4.869 54.3448
-47.4048 -28.923
-52.8841 -31.8938
41.5157 -17.1936
-45.9023 -33.2251
41.0796 -16.4399
11.5965 53.523
39.791 -19.3617
37.3692 -17.5519
-46.2581 -29.0699
39.1583 -22.5948
-50.5354 -28.0227
-51.8468 -28.635
12.0243 63.6201
9.1083 61.7445
41.0963 -15.58
43.4407 -18.2038
44.8411 -19.2448
11.9119 54.693
12.9328 55.6754
39.0411 -17.1529
8.8248 59.5324
-52.8366 -26.5166
-55.1326 -28.6766
44.9631 -21.0462
38.3214 -19.5972
-51.284 -28.7793
6.8421 61.5954
38.8712 -22.7788
41.4073 -22.2165
39.7277 -20.7859
39.4497 -13.9408
43.2595 -23.0253
8.8079 59.4541
11.0297 58.7224
-50.5081 -32.6221
5.1396 63.0007
42.7614 -19.1859
11.784 55.33
41.8258 -23.1581
36.0779 -19.6641
37.3113 -20.8661
-47.6442 -31.4156
-47.8193 -27.6741
-56.146 -24.1496
-43.689 -30.1878
13.968 57.2173
6.5413 67.8525
41.8064 -18.6525
-53.6539 -29.7265
-51.3164 -26.6376
39.8687 -24.9099
3.2619 61.4761
-48.0292 -32.7613
10.2094 62.9334
49.361 -15.6968
-45.6797 -31.1855
-41.8336 -30.8962
39.0972 -19.5106
-48.52 -27.6851
41.7793 -21.4186
11.8972 57.911
8.7293 59.9689
45.2495 -15.5239
38.5406 -21.6068
10.6547 64.2462
37.3264 -19.6666
-49.9907 -30.9013
-50.8423 -31.6396
39.2018 -19.577
-46.0824 -26.1369
-50.882 -29.8826
39.9 -18.0157
-52.0703 -27.6455
37.5235 -24.7114
12.259 59.7607
-47.812 -31.139
41.8063 -20.4971
-50.4635 -31.9186
-51.002 -28.0156
37.283 -20.9746
37.8448 -21.3241
38.6236 -23.1142
43.8547 -21.5929
14.6366 59.525
-54.7081 -28.9945
39.0046 -19.3248
33.4197 -21.6298
-47.5855 -21.8674
36.0814 -20.3009
-50.6971 -28.4389
43.1568 -22.4505
41.8407 -22.5887
-51.1239 -26.7854
12.5844 62.3459
41.202 -16.418
-45.594 -29.0177
34.5864 -14.7254
40.9973 -22.2962
10.69 56.0539
5.2949 57.3735
42.5587 -20.2995
36.8894 -21.7217
9.9572 62.0919
8.0338 56.6186
-49.8646 -33.848
10.7204 60.1052
38.915 -18.4314
8.9627 56.9406
-51.3112 -34.3175
40.2758 -20.6187
11.1621 65.6482
11.0353 59.2203
41.0409 -22.3075
-48.4302 -31.8389
11.2394 59.93
-51.957 -33.8874
7.3438 62.3093
6.8505 64.6719
38.9655 -18.4985
-52.4431 -29.1897
36.9718 -18.0499
35.6145 -22.0026
6.6614 58.9476
5.7999 64.203
35.1842 -24.5545
41.282 -21.6416
-50.4865 -28.6366
8.6925 61.8105
-51.7449 -32.9266
17.7492 56.2242
-49.8423 -21.7064
40.8772 -18.8464
41.3958 -19.0101
-55.1476 -31.1229
12.8732 63.1391
40.8321 -18.0058
-51.4046 -28.7053
-48.813 -34.5072
9.3931 61.3432
8.5269 58.4552
-51.2995 -31.3867
9.9397 56.6911
10.9489 61.7471
-48.7527 -34.047
8.8838 61.1892
43.0308 -18.0643
-50.2009 -29.9979
42.7115 -21.0387
-45.8081 -28.1594
-46.9223 -30.3599
-49.5185 -28.8045
42.0387 -18.4894
16.3 56.1415
9.0735 62.4324
-47.2239 -34.8707
43.7234 -19.5667
10.4693 54.4547
40.5457 -15.4963
39.2453 -25.0573
-50.8645 -28.254
8.7275 54.5521
11.1823 59.3498
39.9101 -21.8997
4.593 57.2232
10.704 57.9241
12.6465 57.7714
-45.7428 -33.1644
37.1187 -14.9096
14.5977 62.2546
-49.4191 -27.8507
-52.5085 -29.3466
42.1952 -21.8409
2.9407 61.7535
-47.4913 -29.3068
44.3231 -16.594
11.4743 57.5472
9.668 60.5446
-53.0129 -28.7358
9.8327 62.4822
-52.9548 -28.4006
-43.9975 -31.1147
-53.6999 -27.1486
10.0789 55.082
-47.3642 -28.5655
-47.4792 -27.713
-48.4355 -31.9939
40.2915 -21.27
38.2355 -22.8439
42.3886 -21.7051
12.4172 57.593
7.1235 57.8851
8.0635 59.02
35.3791 -20.9645
13.938 61.3874
-48.7068 -26.5017
10.7473 54.468
10.7533 61.9735
11.3793 62.1685
-51.6448 -23.6959
40.6884 -23.5779
42.4168 -19.3566
43.9682 -17.5367
36.9767 -23.1085
7.722 58.8724
-49.6362 -31.8674
-51.2605 -28.5764
40.3252 -21.2077
-51.7714 -26.723
11.3553 60.4955
14.441 63.956
-48.129 -28.2715
-44.9918 -27.8352
4.8502 58.4734
41.1396 -22.0199
-48.3586 -26.1184
10.2184 59.9995
-46.8717 -32.8308
40.3871 -25.1687
9.3046 55.7319
-48.8994 -26.0393
-54.3166 -25.345
12.1374 61.7302
41.9099 -16.8151
-50.5396 -32.155
40.4492 -18.3039
36.7984 -17.7253
15.9408 64.5298
39.648 -20.1635
8.0841 60.6854
-52.8249 -32.7563
8.6437 56.0035
13.806 65.3813
8.7422 57.1832
11.5557 64.5386
-49.0059 -33.6437
-47.1845 -32.7361
42.3684 -17.0756
9.4306 59.934
-45.0842 -29.2531
38.8325 -18.8335
42.6347 -20.6867
9.0191 58.7101
36.3741 -19.8409
5.582 58.3026
42.9834 -22.5328
13.1584 57.8483
8.5675 63.8376
-48.4158 -29.5656
-52.0253 -26.6138
-46.8393 -29.7038
5.3662 58.4537
2.9065 50.9019
41.1507 -15.216
6.1855 59.7596
40.2139 -20.176
7.9503 65.6265
10.5001 58.5175
7.8968 58.369
11.2431 58.4223
42.332 -16.8579
-48.2473 -22.2589
-52.4385 -30.5018
4.5338 59.9328
14.3781 63.0791
-52.562 -31.8346
7.0377 61.2727
11.3941 62.9654
12.3055 58.3906
39.2353 -19.9699
-51.8033 -30.8095
14.2513 61.5746
40.7394 -20.3011
42.1025 -16.4954
44.3565 -18.0862
38.3661 -24.9547
37.094 -18.2216
-54.0249 -29.2216
5.5265 62.9359
-48.9453 -29.067
9.1062 64.193
7.6471 70.0821
41.1912 -21.1456
-44.4244 -31.0395
12.5453 54.8109
-49.7506 -28.8735
42.5857 -16.697
40.1256 -18.2823
-54.1673 -27.6761
39.4849 -20.29
13.4957 59.3816
-49.9387 -27.4971
12.1186 58.5188
11.7552 61.9327
5.6726 63.4049
12.0368 64.0222
40.4933 -20.2199
6.7133 57.8505
40.5548 -21.107
17.2335 58.4162
39.7804 -22.9053
-47.8658 -28.5894
37.9859 -19.2162
-51.0295 -34.1725
38.7052 -15.6677
-51.3666 -29.6939
47.4222 -20.1495
8.6701 56.4795
-48.5124 -30.8264
41.4065 -20.8574
12.5319 61.2656
41.7689 -23.5612
-48.4119 -29.7704
40.0155 -17.7565
36.5383 -15.8002
39.8844 -17.3735
10.3975 58.1298
38.2003 -14.0559
13.0925 58.4069
-47.6022 -28.4297
10.8896 57.4858
37.5114 -24.0505
7.3963 63.3976
-52.7642 -29.9524
-48.8238 -29.507
6.7953 62.9475
43.036 -20.3013
-50.1598 -29.3019
-54.6219 -30.8862
38.4945 -17.4914
-45.7593 -31.7869
39.1834 -24.0184
45.7282 -19.3346
42.7845 -23.6811
10.4837 59.5497
45.4564 -16.3952
9.5476 59.1487
9.7006 57.002
5.1504 58.8532
10.7805 54.7892
42.3787 -21.2231
-52.3615 -29.0265
-48.992 -31.7037
9.6981 61.4303
-46.5088 -29.2849
-49.7759 -27.4132
-51.7058 -30.0596
40.8342 -15.2366
42.4096 -22.4229
39.8801 -21.0033
14.0603 57.1829
-55.7795 -30.6966
42.6994 -18.1373
10.1295 58.9602
40.2146 -22.7614
-53.5086 -31.6047
-55.2987 -29.4666
5.3393 57.8286
-52.6551 -34.8987
12.9921 60.4462
-51.9786 -32.1318
-51.2998 -29.0292
14.2824 59.4639
38.7373 -22.6328
12.4595 60.3464
-49.5964 -34.3729
40.5159 -20.6538
34.9711 -19.2322
10.9617 62.2748
-48.6512 -29.513
40.2026 -14.457
39.6435 -16.0397
-53.3038 -30.9407
40.8079 -29.0258
39.8293 -23.3792
42.4486 -23.7811
5.6186 63.6387
7.6431 54.1789
41.7406 -19.1611
42.9408 -21.2734
13.0985 58.0319
-45.757 -30.9134
11.2944 60.2211
40.7506 -19.6994
32.4797 -19.4693
-48.4587 -30.1326
39.4574 -19.6795
-47.0853 -32.8491
-49.6085 -29.4601
-48.2696 -30.26
-50.9095 -23.0411
-48.6081 -35.0724
-56.8595 -30.0098
9.2668 61.332
38.928 -18.6041
-48.4511 -27.3606
39.3504 -17.8206
40.937 -21.2349
13.2171 59.6301
8.7997 55.3509
-50.5082 -27.2033
-53.2591 -31.7528
-55.0617 -28.8664
10.9796 65.2272
10.7784 62.2036
5.6332 60.3095
-45.4707 -30.0969
8.7327 59.3978
-48.2569 -30.1848
42.5839 -18.8411
10.8348 60.2512
9.4955 57.7827
45.631 -16.2276
40.2972 -26.7889
-52.1779 -25.3823
18.2224 58.4731
40.9712 -18.5355
37.7777 -17.6549
-53.8704 -29.2848
35.8768 -16.4258
-52.1364 -31.4486
40.4068 -20.1346
-51.726 -24.9817
36.8651 -17.5154
9.6443 58.2454
40.9866 -21.0292
14.0222 60.2562
-51.0638 -26.9023
48.2704 -21.4325
16.5883 60.1669
9.8413 55.5216
-46.3554 -30.2053
35.6272 -25.171
-54.1173 -29.1532
7.8045 64.8553
7.31 60.3548
13.9347 59.4383
-48.3819 -31.6771
12.4691 59.8681
-45.2734 -31.7569
42.0869 -18.9236
6.5932 60.6119
37.5796 -26.4611
10.2216 60.1074
-54.7948 -31.9915
14.1113 59.9577
12.0077 62.7431
-53.844 -30.6204
9.7424 65.0189
8.9581 57.4425
9.147 58.627
7.6048 56.3856
35.9457 -19.5898
38.9108 -20.9377
7.1937 58.7454
0.1166 59.314
10.5819 61.2036
39.6281 -14.4179
33.5758 -18.579
-48.4669 -33.7591
8.2852 64.0727
33.9406 -14.3112
7.6455 61.0526
12.1729 64.1026
14.4128 58.119
10.3408 55.6412
-47.5395 -28.6287
-48.9437 -32.1978
7.4214 62.6037
-51.4803 -27.2705
-52.3342 -30.8039
5.8256 55.2114
42.9961 -23.2001
4.5609 60.3496
-52.8488 -29.556
5.9948 61.8881
40.9623 -20.8249
9.7474 60.5121
9.9605 64.7132
-48.6966 -27.1438
-51.923 -25.2962
10.1823 58.168
12.6306 55.5236
8.3611 62.8792
-49.6666 -28.0359
12.1289 61.3252
-50.7576 -24.8415
5.7803 61.7304
-48.7231 -29.2417
-48.2119 -22.6883
7.7636 61.0343
44.3066 -17.0846
-49.9481 -30.2224
42.2213 -19.6745
12.4031 62.0562
5.8974 58.9555
-46.3148 -26.8712
-52.6665 -32.9643
39.7152 -20.9486
3.1515 63.7162
-50.5204 -25.5445
10.1042 60.7137
41.1334 -23.7251
37.2601 -25.2323
7.4475 60.8439
-47.2358 -26.462
44.5099 -21.7746
6.449 65.6061
16.6871 54.3444
11.8107 57.4682
-50.4173 -29.9719
10.156 63.1305
9.1973 58.2709
40.356 -21.0538
-48.4028 -26.4193
-53.1215 -29.7261
-45.5917 -31.7614
39.6676 -18.4873
7.1765 61.2755
42.8606 -18.785
7.1699 60.4287
-50.2795 -29.6668
41.3727 -23.0939
40.7937 -20.8759
17.8849 55.9909
40.9518 -12.826
10.6384 57.0203
46.6713 -22.8546
-49.6384 -29.4028
-45.875 -31.7721
11.256 57.3396
9.7784 66.2001
-50.674 -30.7828
-50.1566 -35.6485
36.9556 -21.4676
7.9354 60.6097
11.8319 63.8654
13.9396 57.9478
8.29 61.1949
11.9762 60.574
36.2096 -20.0886
41.7713 -17.3126
-47.7897 -30.6281
8.955 59.3691
33.3141 -22.6096
-55.143 -34.6348
11.617 65.2285
39.8331 -21.0807
12.2079 60.3277
12.9408 64.6477
41.2813 -20.9139
38.8298 -25.3006
-48.0264 -31.1109
8.6665 56.9951
41.4086 -17.4135
6.5299 55.1494
-58.5154 -28.6683
8.5435 64.4633
-54.6107 -32.3389
10.317 58.3984
-44.5644 -32.5016
4.4269 58.588
15.8985 65.3505
38.0095 -19.3517
10.4772 60.5948
-52.238 -32.1328
41.8052 -24.3949
43.0141 -17.2721
11.0862 56.1734
43.9492 -17.1942
-48.4454 -27.6886
42.3022 -22.2406
-44.6966 -30.316
-50.8961 -33.2012
37.7638 -24.9789
-46.3297 -28.8858
37.2758 -18.741
9.8686 57.4769
14.6105 65.3572
-49.5711 -32.4108
14.5003 56.0485
11.0079 60.7959
37.061 -17.0285
42.574 -13.1171
7.3943 63.2155
-52.1112 -31.4882
38.2986 -25.9008
40.8264 -19.77
36.4542 -21.4397
9.1731 58.1058
43.0899 -16.9539
40.592 -29.0278
37.7103 -14.0371
-46.9148 -30.498
10.2609 62.4858
43.7291 -19.9546
-48.1654 -29.1156
9.2035 61.3688
