X Y
77.648 72.6418
9.0294 20.2398
7.0208 21.2765
11.073 20.3758
78.1093 68.5093
80.6004 70.1082
10.4561 19.37
80.4349 69.2294
80.659 69.58
83.1921 71.3364
12.7994 18.899
12.2609 24.4991
11.1365 16.971
9.9911 21.0142
9.3762 19.0112
9.8826 19.8248
78.9416 69.3873
75.9919 71.8061
8.6306 20.9637
80.5892 71.2575
8.5531 19.4127
79.5792 72.0068
9.8266 19.224
9.6979 22.8466
12.2655 18.4143
10.8007 22.0301
10.7244 21.7515
77.9376 66.7868
81.7781 72.4942
77.3917 69.1226
10.0736 22.2697
7.953 17.1772
77.8198 70.363
9.4199 23.4855
77.1283 70.9336
79.2276 70.4503
79.4964 68.3559
12.3752 16.8299
80.4362 68.8786
79.1874 72.0372
9.8605 17.4705
76.9921 70.6798
11.4501 20.7676
81.8014 71.5687
75.8831 68.3278
79.699 67.2025
9.0811 18.4631
8.8536 19.0652
78.5071 70.569
10.6239 20.8375
78.6774 72.2898
12.5677 21.1773
79.7276 70.3769
78.8319 66.2633
11.1594 17.9567
79.0347 67.7534
12.4539 19.9402
76.5589 68.5462
79.6657 69.6294
79.7886 67.6579
78.0838 67.9843
79.966 68.6083
11.7704 20.0064
8.174 19.9316
7.9339 19.5935
76.6005 69.9091
80.4408 68.2144
78.3096 68.1287
8.9847 18.8171
79.0556 72.5478
12.9976 16.0568
81.359 70.9463
12.1251 19.175
77.6796 68.8037
81.0804 69.5848
79.9949 71.2386
83.1674 71.4237
13.4498 17.8898
12.1381 18.2633
80.0304 72.1461
12.1172 17.3311
77.6469 68.8578
8.0861 16.8237
12.1695 21.7867
9.6637 19.6751
13.9062 19.2822
79.8024 70.5936
9.3688 21.4473
9.4349 20.405
13.0671 21.4248
11.0563 22.9016
9.5535 20.1904
4.7601 18.7862
12.3095 21.6437
83.0334 69.3757
81.4742 70.8871
11.4558 21.4982
12.1773 16.9864
7.6834 21.5452
81.7231 70.206
81.1516 66.8928
76.887 71.7159
7.9083 21.3721
78.9934 69.1664
79.1896 70.8175
11.5018 21.9505
83.005 72.4298
83.8794 69.1712
79.018 69.6752
11.2999 20.957
83.4135 71.7982
10.2408 17.5843
13.0132 17.201
78.8344 71.8642
8.868 20.0738
82.3945 70.2482
8.031 21.7316
77.8302 72.7268
12.2052 19.1695
76.2931 65.7595
80.0072 65.9744
10.4874 19.4081
13.8883 23.7175
11.3776 22.1226
78.599 67.1282
9.5032 17.6673
7.1351 21.1737
11.5081 18.4453
11.986 21.5816
14.5587 20.0484
9.3477 19.043
7.3214 20.6039
11.9058 17.1126
78.653 71.5099
7.5036 20.3908
10.4399 17.5808
78.4965 68.9017
9.7557 20.6463
10.8644 21.4811
9.4783 21.867
10.5474 17.9781
10.5223 21.6479
80.3754 70.1022
81.2839 70.3626
10.6646 19.4653
11.8563 19.9989
8.3065 20.488
11.2768 20.6998
12.4128 19.6428
81.0718 69.7455
77.8098 72.3308
9.1077 19.2715
80.845 75.3061
74.8279 68.6925
80.123 72.0726
80.8326 66.07
10.6904 18.4607
79.9038 69.136
8.7452 19.9954
79.1924 73.4897
80.4203 67.6371
10.9762 18.8449
82.4689 71.7785
78.3723 73.2061
7.5783 21.4437
7.6961 18.4444
80.9144 69.6915
81.4693 70.6433
77.6781 71.7312
10.6348 23.6284
8.4672 23.9988
77.8014 68.6723
77.0262 67.7685
10.1398 20.4223
83.518 70.3294
83.0504 65.5209
81.3593 71.3504
12.7963 24.2531
78.788 68.0378
10.1758 21.3996
8.1001 16.5372
78.6256 70.4318
81.2769 68.6408
78.0036 67.2187
10.2239 22.9655
77.2958 67.9723
81.3512 70.7343
11.4647 21.6761
9.5451 17.673
83.0918 72.3241
79.51 70.896
81.1343 70.9187
79.712 69.6396
10.3761 19.6114
5.6335 18.6049
82.2331 70.8226
82.0472 73.9069
10.0028 20.9315
79.2196 72.1952
7.5515 15.9539
11.2219 17.7961
8.4703 20.2455
79.0127 72.0469
8.0182 21.3619
82.5782 71.5864
79.8852 71.5488
7.6861 21.2868
77.5059 71.1882
10.1448 20.305
81.5763 73.0979
80.6485 70.8327
79.0655 70.2581
78.0521 71.6745
7.7177 24.0198
6.804 20.3184
83.5379 69.262
5.3754 19.3334
80.9352 69.3671
14.5669 20.5617
81.6023 69.9814
80.7393 69.8813
9.1263 20.0455
79.9799 67.8167
82.507 70.4178
9.3754 20.9807
79.9382 71.7826
76.4061 70.3866
80.3077 70.2719
9.5359 18.4794
8.0124 18.1093
11.9415 19.4777
78.542 68.8385
8.0029 22.6859
9.4435 23.7538
8.9343 16.7574
11.3133 20.221
11.856 20.6067
11.0036 19.9616
80.1934 67.659
10.4998 19.2755
8.4825 23.5734
6.2754 21.3906
74.8408 70.8308
10.7435 18.1696
11.7422 21.2151
6.287 21.3971
80.6905 69.8412
11.9145 17.9827
11.5159 18.4686
78.7734 71.4485
77.7729 69.901
77.1908 70.0346
83.1861 69.9919
83.4681 68.39
79.9892 72.8397
8.9494 17.3164
9.3595 17.8949
78.6883 71.4631
11.5647 17.7736
76.9635 67.6404
82.3101 69.6151
11.2674 19.5848
79.1495 70.8324
80.7466 68.6514
82.5383 71.2942
10.2226 19.0696
79.2616 69.7434
11.1234 20.6186
11.6448 20.0042
10.3761 18.1916
77.1302 70.838
79.7576 69.6124
10.6584 20.7401
78.5069 67.5542
79.2792 69.4378
80.0559 72.5554
82.1847 69.2546
79.0721 73.1858
10.4137 19.2556
8.6205 19.0775
10.945 21.3867
79.2023 69.1797
78.9968 67.9197
9.3883 18.403
10.0833 19.7874
78.7639 74.8559
10.8432 23.4754
78.9785 70.0565
9.6807 18.3401
80.3424 68.5454
11.1628 22.8659
8.8764 18.3368
9.7668 18.2804
16.0714 16.7082
11.6592 21.3448
11.9045 18.8663
78.3108 69.5038
77.8977 65.6
82.6922 71.8686
6.1968 22.0864
79.5131 71.5785
79.3426 68.6819
10.9059 19.9096
77.7046 73.3998
10.1956 17.5174
81.7617 70.4258
11.1005 18.9875
12.5183 21.2649
83.5656 68.0549
82.558 68.7434
8.7874 18.66
78.0984 70.7852
83.0879 73.722
79.3401 71.9397
78.4617 70.5626
7.8193 19.6412
11.539 16.1674
83.3944 68.3788
10.4646 22.3271
76.9232 69.3661
82.1588 74.7385
81.2839 67.8278
78.8838 75.9076
84.102 70.6503
81.5598 68.7844
9.6978 15.1525
8.7277 21.1947
8.6186 20.125
11.6327 21.3778
7.3361 18.4453
78.7243 68.3334
9.7612 21.7392
77.3494 71.3137
80.3829 72.157
8.9675 17.7431
9.0094 20.6795
10.2591 21.3837
80.8355 68.7621
77.8044 68.8999
80.417 70.5806
6.7955 19.1299
9.7273 18.6783
14.1617 23.9603
78.2591 71.4319
81.5243 72.3177
11.5963 17.8113
78.2069 72.3541
79.391 69.9997
9.3348 18.7379
6.5376 20.9715
83.4234 72.3961
79.0121 74.3457
8.0605 17.2677
80.8103 67.9006
79.6041 72.5534
9.7524 21.0005
12.5481 21.2185
81.1947 68.6585
79.2426 71.6905
12.387 19.9631
7.7844 23.4749
13.6894 21.8869
80.0435 74.0045
80.9681 70.3514
9.983 17.4045
78.8102 69.4376
7.6277 19.1975
14.4139 19.7851
79.2118 68.8125
81.0673 71.2513
83.312 70.161
9.202 18.5112
9.6503 20.3326
8.2671 20.8371
