2464	574	3038
2477	284	2761
2503	14	2517
2536	93	2629
2544	719	3263
2552	531	3083
2571	766	3337
2586	219	2805
2588	336	2924
2604	750	3354
2615	310	2925
2630	34	2664
2637	324	2961
2639	273	2912
2642	190	2832
2676	724	3400
2708	374	3082
2740	501	3241
2742	577	3319
2767	547	3314
2778	776	3554
2779	227	3006
2781	151	2932
2800	505	3305
2816	234	3050
2823	408	3231
2835	226	3061
2835	787	3622
2839	334	3173
2849	399	3248
2854	95	2949
2860	155	3015
2879	266	3145
2883	42	2925
2903	273	3176
2906	283	3189
2932	473	3405
2932	210	3142
2933	649	3582
2935	655	3590
2951	530	3481
2953	655	3608
2960	347	3307
2964	659	3623
2981	354	3335
2982	459	3441
2989	81	3070
2990	560	3550
2998	610	3608
2999	506	3505
3003	76	3079
3005	379	3384
3036	362	3398
3050	437	3487
3063	388	3451
3067	134	3201
3071	723	3794
3072	85	3157
3076	337	3413
3079	25	3104
3095	192	3287
3108	362	3470
3109	394	3503
3126	87	3213
3129	108	3237
3131	295	3426
3138	276	3414
3143	371	3514
3148	469	3617
3149	381	3530
3156	159	3315
3164	166	3330
3164	553	3717
3171	668	3839
3173	150	3323
3188	178	3366
3191	92	3283
3193	553	3746
3195	596	3791
3199	92	3291
3199	315	3514
3211	701	3912
3213	451	3664
3222	106	3328
3235	175	3410
3243	259	3502
3248	278	3526
3248	666	3914
3256	104	3360
3267	410	3677
3289	555	3844
3290	88	3378
3293	569	3862
3300	241	3541
3320	17	3337
3334	235	3569
3351	759	4110
3353	252	3605
3363	638	4001
3394	569	3963
3446	380	3826
3448	107	3555
3471	374	3845
3475	153	3628
3494	580	4074
3522	471	3993
3523	626	4149
3532	340	3872
3539	482	4021
3545	642	4187
3548	705	4253
3554	207	3761
3555	643	4198
3557	306	3863
3567	356	3923
3572	192	3764
3579	761	4340
3584	345	3929
3625	477	4102
3638	47	3685
3660	431	4091
3669	144	3813
3691	187	3878
3719	70	3789
3727	586	4313
3728	716	4444
3737	749	4486
3737	341	4078
3753	778	4531
3773	613	4386
3773	760	4533
3787	407	4194
3793	363	4156
3796	315	4111
3799	693	4492
3805	611	4416
3806	260	4066
3840	260	4100
3841	363	4204
3848	535	4383
3851	253	4104
3851	300	4151
3855	55	3910
3872	704	4576
3882	593	4475
3889	24	3913
3893	82	3975
3893	766	4659
3894	229	4123
3897	96	3993
3911	84	3995
3938	533	4471
3949	201	4150
3970	462	4432
3984	331	4315
3991	729	4720
3993	236	4229
4001	467	4468
4010	399	4409
4012	557	4569
4014	399	4413
4026	323	4349
4034	330	4364
4035	729	4764
4037	137	4174
4050	538	4588
4051	708	4759
4056	695	4751
4063	754	4817
4066	459	4525
4084	763	4847
4087	185	4272
4109	492	4601
4121	143	4264
4122	194	4316
4124	186	4310
4148	550	4698
4154	104	4258
4160	528	4688
4164	58	4222
4178	458	4636
4181	654	4835
4184	257	4441
4202	47	4249
4207	609	4816
4209	370	4579
4215	275	4490
4218	658	4876
4220	76	4296
4221	109	4330
4225	115	4340
4229	560	4789
4233	17	4250
4238	752	4990
4253	16	4269
4256	211	4467
4274	293	4567
4278	397	4675
4294	254	4548
4311	632	4943
4319	520	4839
4330	189	4519
4330	618	4948
4348	506	4854
4355	777	5132
4372	138	4510
4372	333	4705
4374	642	5016
4386	591	4977
4395	516	4911
4397	251	4648
4401	335	4736
4405	305	4710
4424	297	4721
4428	352	4780
4443	769	5212
4443	263	4706
4456	466	4922
4466	328	4794
4468	455	4923
4479	396	4875
4524	198	4722
4534	127	4661
4556	353	4909
4566	759	5325
4568	600	5168
4573	584	5157
4597	728	5325
4599	665	5264
4615	738	5353
4626	547	5173
4630	427	5057
4638	361	4999
4656	793	5449
4656	570	5226
4671	688	5359
4676	276	4952
4724	678	5402
4729	732	5461
4729	648	5377
4757	549	5306
4760	418	5178
4761	200	4961
4784	453	5237
4794	623	5417
4794	333	5127
4799	522	5321
4807	455	5262
4814	587	5401
4816	259	5075
4816	647	5463
4823	487	5310
4830	184	5014
4846	251	5097
4847	675	5522
4859	511	5370
4866	96	4962
4869	231	5100
4905	644	5549
4907	44	4951
4912	633	5545
4919	607	5526
4922	741	5663
4945	74	5019
4957	442	5399
4973	97	5070
4976	543	5519
4983	49	5032
4988	35	5023
4995	203	5198
5011	65	5076
5011	695	5706
5016	501	5517
5020	170	5190
5021	416	5437
5029	551	5580
5030	487	5517
5041	417	5458
5047	242	5289
5077	535	5612
5087	604	5691
5088	761	5849
5110	379	5489
5113	713	5826
5124	791	5915
5131	208	5339
5132	314	5446
5132	83	5215
5132	497	5629
5145	238	5383
5158	546	5704
5165	772	5937
5169	352	5521
5178	680	5858
5180	756	5936
5186	627	5813
5196	52	5248
5215	295	5510
5222	736	5958
5243	617	5860
5245	220	5465
5249	683	5932
5257	409	5666
5264	262	5526
5275	90	5365
5276	224	5500
5289	669	5958
5308	760	6068
5322	337	5659
5325	165	5490
5327	709	6036
5352	539	5891
5356	229	5585
5356	202	5558
5365	116	5481
5378	244	5622
5378	716	6094
5386	247	5633
5398	779	6177
5408	492	5900
5414	424	5838
5426	402	5828
5428	250	5678
5428	772	6200
5433	158	5591
5440	391	5831
5445	490	5935
5453	212	5665
5470	432	5902
5482	787	6269
5495	339	5834
5498	604	6102
5501	595	6096
5501	594	6095
5509	403	5912
5530	270	5800
5537	524	6061
5548	99	5647
5554	208	5762
5561	346	5907
5596	279	5875
5597	33	5630
5606	435	6041
5638	154	5792
5643	99	5742
5654	669	6323
5664	593	6257
5672	677	6349
5675	242	5917
5680	702	6382
5686	193	5879
5687	145	5832
5693	582	6275
5704	396	6100
5720	34	5754
5734	761	6495
5741	136	5877
5744	619	6363
5745	780	6525
5749	326	6075
5751	566	6317
5772	173	5945
5774	560	6334
5780	396	6176
5794	306	6100
5810	596	6406
5815	722	6537
5823	322	6145
5832	115	5947
5842	589	6431
5852	366	6218
5869	790	6659
5876	129	6005
5882	271	6153
5886	558	6444
5908	129	6037
5913	190	6103
5928	363	6291
5931	768	6699
5932	756	6688
5933	576	6509
5941	310	6251
5955	87	6042
5955	116	6071
5961	728	6689
5966	200	6166
5971	471	6442
5974	120	6094
5988	234	6222
6009	640	6649
6024	510	6534
6024	575	6599
6031	472	6503
6056	24	6080
6061	600	6661
6068	90	6158
6071	319	6390
6085	284	6369
6095	457	6552
6100	630	6730
6105	549	6654
6116	521	6637
6139	492	6631
6151	761	6912
6158	59	6217
6163	602	6765
6166	500	6666
6173	251	6424
6198	614	6812
6200	636	6836
6206	620	6826
6207	488	6695
6219	566	6785
6219	47	6266
6224	94	6318
6224	85	6309
6227	641	6868
6234	502	6736
6236	764	7000
6253	61	6314
6256	489	6745
6256	765	7021
6260	790	7050
6301	589	6890
6304	176	6480
6310	64	6374
6313	95	6408
6328	713	7041
6336	677	7013
6346	748	7094
6372	350	6722
6391	316	6707
6392	56	6448
6404	169	6573
6414	516	6930
6418	556	6974
6424	50	6474
6445	473	6918
6447	497	6944
6477	119	6596
6484	25	6509
6499	67	6566
6504	368	6872
6526	791	7317
6530	86	6616
6538	694	7232
6542	708	7250
6559	291	6850
6579	344	6923
6591	370	6961
6614	172	6786
6614	741	7355
6615	420	7035
6654	750	7404
6667	771	7438
6686	37	6723
6697	459	7156
6722	306	7028
6726	18	6744
6745	589	7334
6746	762	7508
6753	125	6878
6785	71	6856
6793	574	7367
6796	466	7262
6808	760	7568
6808	382	7190
6827	721	7548
6835	448	7283
6850	51	6901
6885	671	7556
6889	388	7277
6892	467	7359
6896	346	7242
6897	622	7519
6903	305	7208
6912	98	7010
6913	114	7027
6917	743	7660
6948	169	7117
6950	306	7256
6969	381	7350
6975	694	7669
6980	651	7631
6991	373	7364
6994	82	7076
6999	516	7515
7007	459	7466
7013	149	7162
7031	519	7550
7037	778	7815
7044	192	7236
7045	247	7292
7055	206	7261
7058	689	7747
7071	530	7601
7082	445	7527
7082	531	7613
7102	435	7537
7105	737	7842
7116	74	7190
7128	439	7567
7143	733	7876
7166	105	7271
7174	85	7259
7182	174	7356
7185	255	7440
7185	277	7462
7189	542	7731
7191	42	7233
7200	488	7688
7201	330	7531
7222	88	7310
7224	551	7775
7226	186	7412
7227	86	7313
7233	582	7815
7234	608	7842
7257	65	7322
7264	489	7753
7271	267	7538
7278	375	7653
7281	291	7572
7306	41	7347
7314	535	7849
7320	512	7832
7326	761	8087
7331	528	7859
7338	798	8136
7339	625	7964
7344	222	7566
7381	790	8171
7388	701	8089
7390	30	7420
7393	760	8153
7407	220	7627
7412	442	7854
7429	504	7933
7440	772	8212
7455	52	7507
7467	296	7763
7497	137	7634
7503	379	7882
7515	487	8002
7521	658	8179
7528	578	8106
7537	370	7907
7546	100	7646
7569	395	7964
7580	204	7784
7593	788	8381
7596	68	7664
7607	419	8026
7613	609	8222
7615	715	8330
7622	12	7634
7624	707	8331
7628	14	7642
7629	422	8051
7633	468	8101
7654	544	8198
7661	459	8120
7666	192	7858
7667	732	8399
7687	664	8351
7701	662	8363
7707	418	8125
7740	351	8091
7758	746	8504
7763	506	8269
7775	517	8292
7779	72	7851
7782	785	8567
7792	450	8242
7801	139	7940
7809	204	8013
7844	731	8575
7844	46	7890
7846	423	8269
7854	230	8084
7927	492	8419
7937	148	8085
7962	639	8601
7963	765	8728
7967	34	8001
7968	534	8502
8007	537	8544
8015	63	8078
8022	609	8631
8026	670	8696
8069	422	8491
8070	599	8669
8072	332	8404
8073	705	8778
8096	39	8135
8099	94	8193
8121	517	8638
8136	116	8252
8147	685	8832
8151	690	8841
8180	714	8894
8199	422	8621
8211	454	8665
8215	776	8991
8247	160	8407
8251	127	8378
8253	646	8899
8261	507	8768
8265	566	8831
8265	516	8781
8267	769	9036
8274	250	8524
8308	712	9020
8312	555	8867
8312	130	8442
8317	307	8624
8338	43	8381
8371	574	8945
8397	188	8585
8403	523	8926
8409	592	9001
8414	665	9079
8419	367	8786
8438	379	8817
8442	701	9143
8443	230	8673
8446	741	9187
8449	432	8881
8451	705	9156
8456	379	8835
8461	671	9132
8477	268	8745
8501	777	9278
8509	305	8814
8512	144	8656
8513	212	8725
8521	120	8641
8531	415	8946
8557	152	8709
8565	688	9253
8565	186	8751
8593	232	8825
8593	544	9137
8602	387	8989
8615	15	8630
8625	584	9209
8626	465	9091
8627	773	9400
8632	218	8850
8636	204	8840
8652	617	9269
8653	729	9382
8665	280	8945
8668	528	9196
8677	551	9228
8677	94	8771
8694	394	9088
8704	105	8809
8705	585	9290
8721	388	9109
8730	361	9091
8733	552	9285
8735	296	9031
8738	426	9164
8741	416	9157
8744	186	8930
8749	454	9203
8749	67	8816
8754	646	9400
8761	730	9491
8770	242	9012
8774	445	9219
8777	240	9017
8779	628	9407
8793	295	9088
8793	78	8871
8799	159	8958
8800	783	9583
8810	404	9214
8854	440	9294
8877	53	8930
8880	145	9025
8890	568	9458
8891	612	9503
8904	295	9199
8906	663	9569
8922	208	9130
8930	335	9265
8969	107	9076
8969	153	9122
8973	205	9178
9013	349	9362
9013	215	9228
9019	149	9168
9021	655	9676
9023	260	9283
9025	62	9087
9028	354	9382
9029	275	9304
9041	109	9150
9045	40	9085
9047	89	9136
9055	300	9355
9117	703	9820
9426	241	9667
9494	37	9531
9539	61	9600
9564	252	9816
